question,uid,topical_hit
What abnormality is present according to the report?,3471,True
What are the key findings in this chest X-ray report?,3472,True
What abnormality is present according to the report?,3472,True
Is the heart size normal?,3472,True
What are the key findings in this chest X-ray report?,3473,True
What abnormality is present according to the report?,3473,True
Is the heart size normal?,3473,True
What are the key findings in this chest X-ray report?,3474,True
What abnormality is present according to the report?,3474,True
What are the key findings in this chest X-ray report?,3475,True
What abnormality is present according to the report?,3475,True
Is the heart size normal?,3475,True
What are the key findings in this chest X-ray report?,3477,True
What abnormality is present according to the report?,3477,True
Is the heart size normal?,3477,True
What are the key findings in this chest X-ray report?,3478,True
What abnormality is present according to the report?,3478,True
What are the key findings in this chest X-ray report?,3479,True
What abnormality is present according to the report?,3479,True
Is there any cardiomegaly?,3479,True
Is there any effusion?,3479,True
Is there any edema?,3479,True
What are the key findings in this chest X-ray report?,3480,True
What abnormality is present according to the report?,3480,True
What are the key findings in this chest X-ray report?,3481,True
What abnormality is present according to the report?,3481,True
What are the key findings in this chest X-ray report?,3482,True
What abnormality is present according to the report?,3482,True
What are the key findings in this chest X-ray report?,3483,True
What abnormality is present according to the report?,3483,True
Is the heart size normal?,3483,True
What are the key findings in this chest X-ray report?,3485,True
What abnormality is present according to the report?,3485,True
What are the key findings in this chest X-ray report?,3486,True
What abnormality is present according to the report?,3486,True
What are the key findings in this chest X-ray report?,3487,True
What abnormality is present according to the report?,3487,True
Is the heart size normal?,3487,True
What are the key findings in this chest X-ray report?,3488,True
What abnormality is present according to the report?,3488,True
What are the key findings in this chest X-ray report?,3489,True
What abnormality is present according to the report?,3489,True
Is the heart size normal?,3489,True
What are the key findings in this chest X-ray report?,3490,True
What abnormality is present according to the report?,3490,True
What are the key findings in this chest X-ray report?,3491,True
What abnormality is present according to the report?,3491,True
What are the key findings in this chest X-ray report?,3492,True
What abnormality is present according to the report?,3492,True
What are the key findings in this chest X-ray report?,3493,True
What abnormality is present according to the report?,3493,True
What are the key findings in this chest X-ray report?,3494,True
What abnormality is present according to the report?,3494,True
What are the key findings in this chest X-ray report?,3495,True
What abnormality is present according to the report?,3495,True
Is the heart size normal?,3495,True
What are the key findings in this chest X-ray report?,3496,True
What abnormality is present according to the report?,3496,True
Is the heart size normal?,3496,True
What are the key findings in this chest X-ray report?,3497,True
What abnormality is present according to the report?,3497,True
What are the key findings in this chest X-ray report?,3498,True
What abnormality is present according to the report?,3498,True
Is there any effusion?,3498,True
What are the key findings in this chest X-ray report?,3499,True
What abnormality is present according to the report?,3499,True
Is the heart size normal?,3499,True
What are the key findings in this chest X-ray report?,3500,True
What abnormality is present according to the report?,3500,True
Is the heart size normal?,3500,True
What are the key findings in this chest X-ray report?,3501,True
What abnormality is present according to the report?,3501,True
Is the heart size normal?,3501,True
What are the key findings in this chest X-ray report?,3502,True
What abnormality is present according to the report?,3502,True
Is there any cardiomegaly?,3502,True
What are the key findings in this chest X-ray report?,3503,True
What abnormality is present according to the report?,3503,True
Is the heart size normal?,3503,True
What are the key findings in this chest X-ray report?,3504,True
What abnormality is present according to the report?,3504,True
Is the heart size normal?,3504,True
What are the key findings in this chest X-ray report?,3505,True
What abnormality is present according to the report?,3505,True
Is the heart size normal?,3505,True
What are the key findings in this chest X-ray report?,3506,True
What abnormality is present according to the report?,3506,True
What are the key findings in this chest X-ray report?,3507,True
What abnormality is present according to the report?,3507,True
What are the key findings in this chest X-ray report?,3508,True
What abnormality is present according to the report?,3508,True
Is there any effusion?,3508,True
Is there any atelectasis?,3508,True
What are the key findings in this chest X-ray report?,3509,True
What abnormality is present according to the report?,3509,True
Is there any effusion?,3509,True
Is there any atelectasis?,3509,True
What are the key findings in this chest X-ray report?,3510,True
What abnormality is present according to the report?,3510,True
Is there any cardiomegaly?,3510,True
What are the key findings in this chest X-ray report?,3511,True
What abnormality is present according to the report?,3511,True
Is the heart size normal?,3511,True
What are the key findings in this chest X-ray report?,3512,True
What abnormality is present according to the report?,3512,True
What are the key findings in this chest X-ray report?,3513,True
What abnormality is present according to the report?,3513,True
Is the heart size normal?,3513,True
What are the key findings in this chest X-ray report?,3514,True
What abnormality is present according to the report?,3514,True
What are the key findings in this chest X-ray report?,3515,True
What abnormality is present according to the report?,3515,True
What are the key findings in this chest X-ray report?,3516,True
What abnormality is present according to the report?,3516,True
What are the key findings in this chest X-ray report?,3517,True
What abnormality is present according to the report?,3517,True
What are the key findings in this chest X-ray report?,3518,True
What abnormality is present according to the report?,3518,True
What are the key findings in this chest X-ray report?,3519,True
What abnormality is present according to the report?,3519,True
Is there any effusion?,3519,True
Is there any opacity?,3519,True
What are the key findings in this chest X-ray report?,3520,True
What abnormality is present according to the report?,3520,True
Is there any atelectasis?,3520,True
What are the key findings in this chest X-ray report?,3521,True
What abnormality is present according to the report?,3521,True
What are the key findings in this chest X-ray report?,3522,True
What abnormality is present according to the report?,3522,True
Is the heart size normal?,3522,True
What are the key findings in this chest X-ray report?,3523,True
What abnormality is present according to the report?,3523,True
What are the key findings in this chest X-ray report?,3524,True
What abnormality is present according to the report?,3524,True
Is the heart size normal?,3524,True
What are the key findings in this chest X-ray report?,3525,True
What abnormality is present according to the report?,3525,True
What are the key findings in this chest X-ray report?,3526,True
What abnormality is present according to the report?,3526,True
What are the key findings in this chest X-ray report?,3527,True
What abnormality is present according to the report?,3527,True
Is the heart size normal?,3527,True
What are the key findings in this chest X-ray report?,3528,True
What abnormality is present according to the report?,3528,True
Is the heart size normal?,3528,True
What are the key findings in this chest X-ray report?,3529,True
What abnormality is present according to the report?,3529,True
Is there any cardiomegaly?,3529,True
What are the key findings in this chest X-ray report?,3530,True
What abnormality is present according to the report?,3530,True
Is there any cardiomegaly?,3530,True
What are the key findings in this chest X-ray report?,3531,True
What abnormality is present according to the report?,3531,True
What are the key findings in this chest X-ray report?,3532,True
What abnormality is present according to the report?,3532,True
What are the key findings in this chest X-ray report?,3533,True
What abnormality is present according to the report?,3533,True
What are the key findings in this chest X-ray report?,3534,True
What abnormality is present according to the report?,3534,True
What are the key findings in this chest X-ray report?,3535,True
What abnormality is present according to the report?,3535,True
Is the heart size normal?,3535,True
What are the key findings in this chest X-ray report?,3536,True
What abnormality is present according to the report?,3536,True
Is there any cardiomegaly?,3536,True
Is there any effusion?,3536,True
Is there any atelectasis?,3536,True
What are the key findings in this chest X-ray report?,3537,True
What abnormality is present according to the report?,3537,True
What are the key findings in this chest X-ray report?,3538,True
What abnormality is present according to the report?,3538,True
Is the heart size normal?,3538,True
What are the key findings in this chest X-ray report?,3539,True
What abnormality is present according to the report?,3539,True
Is the heart size normal?,3539,True
What are the key findings in this chest X-ray report?,3540,True
What abnormality is present according to the report?,3540,True
What are the key findings in this chest X-ray report?,3541,True
What abnormality is present according to the report?,3541,True
Is there any opacity?,3541,True
Is there any atelectasis?,3541,True
What are the key findings in this chest X-ray report?,3542,True
What abnormality is present according to the report?,3542,True
Is the heart size normal?,3542,True
What are the key findings in this chest X-ray report?,3543,True
What abnormality is present according to the report?,3543,True
What are the key findings in this chest X-ray report?,3544,True
What abnormality is present according to the report?,3544,True
Is there any opacity?,3544,True
Is there any atelectasis?,3544,True
What are the key findings in this chest X-ray report?,3545,True
What abnormality is present according to the report?,3545,True
Is there any opacity?,3545,True
What are the key findings in this chest X-ray report?,3546,True
What abnormality is present according to the report?,3546,True
Is there any cardiomegaly?,3546,True
Is there any opacity?,3546,True
What are the key findings in this chest X-ray report?,3547,True
What abnormality is present according to the report?,3547,True
What are the key findings in this chest X-ray report?,3548,True
What abnormality is present according to the report?,3548,True
Is the heart size normal?,3548,True
What are the key findings in this chest X-ray report?,3549,True
What abnormality is present according to the report?,3549,True
Is the heart size normal?,3549,True
What are the key findings in this chest X-ray report?,3550,True
What abnormality is present according to the report?,3550,True
What are the key findings in this chest X-ray report?,3551,True
What abnormality is present according to the report?,3551,True
What are the key findings in this chest X-ray report?,3552,True
What abnormality is present according to the report?,3552,True
Is the heart size normal?,3552,True
What are the key findings in this chest X-ray report?,3553,True
What abnormality is present according to the report?,3553,True
Is the heart size normal?,3553,True
What are the key findings in this chest X-ray report?,3555,True
What abnormality is present according to the report?,3555,True
What are the key findings in this chest X-ray report?,3556,True
What abnormality is present according to the report?,3556,True
What are the key findings in this chest X-ray report?,3557,True
What abnormality is present according to the report?,3557,True
Is there any effusion?,3557,True
What are the key findings in this chest X-ray report?,3559,True
What abnormality is present according to the report?,3559,True
What are the key findings in this chest X-ray report?,3560,True
What abnormality is present according to the report?,3560,True
Is the heart size normal?,3560,True
What are the key findings in this chest X-ray report?,3561,True
What abnormality is present according to the report?,3561,True
Is the heart size normal?,3561,True
What are the key findings in this chest X-ray report?,3562,True
What abnormality is present according to the report?,3562,True
Is there any atelectasis?,3562,True
What are the key findings in this chest X-ray report?,3563,True
What abnormality is present according to the report?,3563,True
Is the heart size normal?,3563,True
What are the key findings in this chest X-ray report?,3564,True
What abnormality is present according to the report?,3564,True
What are the key findings in this chest X-ray report?,3565,True
What abnormality is present according to the report?,3565,True
Is there any opacity?,3565,True
What are the key findings in this chest X-ray report?,3566,True
What abnormality is present according to the report?,3566,True
Is there any atelectasis?,3566,True
What are the key findings in this chest X-ray report?,3567,True
What abnormality is present according to the report?,3567,True
Is there any effusion?,3567,True
What are the key findings in this chest X-ray report?,3568,True
What abnormality is present according to the report?,3568,True
What are the key findings in this chest X-ray report?,3569,True
What abnormality is present according to the report?,3569,True
What are the key findings in this chest X-ray report?,3570,True
What abnormality is present according to the report?,3570,True
Is there any atelectasis?,3570,True
What are the key findings in this chest X-ray report?,3571,True
What abnormality is present according to the report?,3571,True
What are the key findings in this chest X-ray report?,3572,True
What abnormality is present according to the report?,3572,True
What are the key findings in this chest X-ray report?,3573,True
What abnormality is present according to the report?,3573,True
What are the key findings in this chest X-ray report?,3574,True
What abnormality is present according to the report?,3574,True
Is the heart size normal?,3574,True
What are the key findings in this chest X-ray report?,3575,True
What abnormality is present according to the report?,3575,True
What are the key findings in this chest X-ray report?,3576,True
What abnormality is present according to the report?,3576,True
Is the heart size normal?,3576,True
What are the key findings in this chest X-ray report?,3577,True
What abnormality is present according to the report?,3577,True
Is the heart size normal?,3577,True
What are the key findings in this chest X-ray report?,3578,True
What abnormality is present according to the report?,3578,True
What are the key findings in this chest X-ray report?,3579,True
What abnormality is present according to the report?,3579,True
What are the key findings in this chest X-ray report?,3580,True
What abnormality is present according to the report?,3580,True
Is the heart size normal?,3580,True
What are the key findings in this chest X-ray report?,3581,True
What abnormality is present according to the report?,3581,True
What are the key findings in this chest X-ray report?,3582,True
What abnormality is present according to the report?,3582,True
Is the heart size normal?,3582,True
What are the key findings in this chest X-ray report?,3583,True
What abnormality is present according to the report?,3583,True
What are the key findings in this chest X-ray report?,3584,True
What abnormality is present according to the report?,3584,True
Is there any atelectasis?,3584,True
What are the key findings in this chest X-ray report?,3585,True
What abnormality is present according to the report?,3585,True
Is the heart size normal?,3585,True
What are the key findings in this chest X-ray report?,3586,True
What abnormality is present according to the report?,3586,True
Is there any cardiomegaly?,3586,True
What are the key findings in this chest X-ray report?,3587,True
What abnormality is present according to the report?,3587,True
Is the heart size normal?,3587,True
What are the key findings in this chest X-ray report?,3588,True
What abnormality is present according to the report?,3588,True
Is the heart size normal?,3588,True
What are the key findings in this chest X-ray report?,3589,True
What abnormality is present according to the report?,3589,True
Is there any opacity?,3589,True
What are the key findings in this chest X-ray report?,3590,True
What abnormality is present according to the report?,3590,True
Is the heart size normal?,3590,True
What are the key findings in this chest X-ray report?,3591,True
What abnormality is present according to the report?,3591,True
What are the key findings in this chest X-ray report?,3592,True
What abnormality is present according to the report?,3592,True
What are the key findings in this chest X-ray report?,3593,True
What abnormality is present according to the report?,3593,True
Is the heart size normal?,3593,True
What are the key findings in this chest X-ray report?,3594,True
What abnormality is present according to the report?,3594,True
Is the heart size normal?,3594,True
What are the key findings in this chest X-ray report?,3595,True
What abnormality is present according to the report?,3595,True
Is there any cardiomegaly?,3595,True
Is there any effusion?,3595,True
What are the key findings in this chest X-ray report?,3596,True
What abnormality is present according to the report?,3596,True
What are the key findings in this chest X-ray report?,3597,True
What abnormality is present according to the report?,3597,True
What are the key findings in this chest X-ray report?,3598,True
What abnormality is present according to the report?,3598,True
Is the heart size normal?,3598,True
What are the key findings in this chest X-ray report?,3599,True
What abnormality is present according to the report?,3599,True
What are the key findings in this chest X-ray report?,3600,True
What abnormality is present according to the report?,3600,True
What are the key findings in this chest X-ray report?,3601,True
What abnormality is present according to the report?,3601,True
What are the key findings in this chest X-ray report?,3602,True
What abnormality is present according to the report?,3602,True
What are the key findings in this chest X-ray report?,3603,True
What abnormality is present according to the report?,3603,True
Is the heart size normal?,3603,True
What are the key findings in this chest X-ray report?,3604,True
What abnormality is present according to the report?,3604,True
Is the heart size normal?,3604,True
What are the key findings in this chest X-ray report?,3605,True
What abnormality is present according to the report?,3605,True
Is the heart size normal?,3605,True
What are the key findings in this chest X-ray report?,3606,True
What abnormality is present according to the report?,3606,True
Is the heart size normal?,3606,True
What are the key findings in this chest X-ray report?,3607,True
What abnormality is present according to the report?,3607,True
Is there any opacity?,3607,True
Is there any atelectasis?,3607,True
What are the key findings in this chest X-ray report?,3608,True
What abnormality is present according to the report?,3608,True
Is there any cardiomegaly?,3608,True
What are the key findings in this chest X-ray report?,3609,True
What abnormality is present according to the report?,3609,True
Is there any cardiomegaly?,3609,True
What are the key findings in this chest X-ray report?,3610,True
What abnormality is present according to the report?,3610,True
Is the heart size normal?,3610,True
What are the key findings in this chest X-ray report?,3611,True
What abnormality is present according to the report?,3611,True
What are the key findings in this chest X-ray report?,3612,True
What abnormality is present according to the report?,3612,True
What are the key findings in this chest X-ray report?,3613,True
What abnormality is present according to the report?,3613,True
What are the key findings in this chest X-ray report?,3614,True
What abnormality is present according to the report?,3614,True
Is there any cardiomegaly?,3614,True
Is there any effusion?,3614,True
Is there any atelectasis?,3614,True
What are the key findings in this chest X-ray report?,3615,True
What abnormality is present according to the report?,3615,True
What are the key findings in this chest X-ray report?,3616,True
What abnormality is present according to the report?,3616,True
What are the key findings in this chest X-ray report?,3617,True
What abnormality is present according to the report?,3617,True
Is the heart size normal?,3617,True
What are the key findings in this chest X-ray report?,3618,True
What abnormality is present according to the report?,3618,True
What are the key findings in this chest X-ray report?,3619,True
What abnormality is present according to the report?,3619,True
Is the heart size normal?,3619,True
What are the key findings in this chest X-ray report?,3620,True
What abnormality is present according to the report?,3620,True
Is there any atelectasis?,3620,True
What are the key findings in this chest X-ray report?,3621,True
What abnormality is present according to the report?,3621,True
What are the key findings in this chest X-ray report?,3623,True
What abnormality is present according to the report?,3623,True
What are the key findings in this chest X-ray report?,3624,True
What abnormality is present according to the report?,3624,True
Is the heart size normal?,3624,True
What are the key findings in this chest X-ray report?,3625,True
What abnormality is present according to the report?,3625,True
Is the heart size normal?,3625,True
What are the key findings in this chest X-ray report?,3626,True
What abnormality is present according to the report?,3626,True
Is there any effusion?,3626,True
What are the key findings in this chest X-ray report?,3627,True
What abnormality is present according to the report?,3627,True
Is there any atelectasis?,3627,True
What are the key findings in this chest X-ray report?,3628,True
What abnormality is present according to the report?,3628,True
What are the key findings in this chest X-ray report?,3629,True
What abnormality is present according to the report?,3629,True
Is the heart size normal?,3629,True
What are the key findings in this chest X-ray report?,3630,True
What abnormality is present according to the report?,3630,True
What are the key findings in this chest X-ray report?,3631,True
What abnormality is present according to the report?,3631,True
What are the key findings in this chest X-ray report?,3632,True
What abnormality is present according to the report?,3632,True
Is there any effusion?,3632,True
Is there any opacity?,3632,True
Is there any atelectasis?,3632,True
What are the key findings in this chest X-ray report?,3633,True
What abnormality is present according to the report?,3633,True
What are the key findings in this chest X-ray report?,3634,True
What abnormality is present according to the report?,3634,True
Is the heart size normal?,3634,True
What are the key findings in this chest X-ray report?,3635,True
What abnormality is present according to the report?,3635,True
What are the key findings in this chest X-ray report?,3636,True
What abnormality is present according to the report?,3636,True
Is there any opacity?,3636,True
What are the key findings in this chest X-ray report?,3637,True
What abnormality is present according to the report?,3637,True
Is the heart size normal?,3637,True
What are the key findings in this chest X-ray report?,3638,True
What abnormality is present according to the report?,3638,True
Is there any cardiomegaly?,3638,True
What are the key findings in this chest X-ray report?,3639,True
What abnormality is present according to the report?,3639,True
Is the heart size normal?,3639,True
What are the key findings in this chest X-ray report?,3640,True
What abnormality is present according to the report?,3640,True
What are the key findings in this chest X-ray report?,3641,True
What abnormality is present according to the report?,3641,True
What are the key findings in this chest X-ray report?,3642,True
What abnormality is present according to the report?,3642,True
What are the key findings in this chest X-ray report?,3643,True
What abnormality is present according to the report?,3643,True
What are the key findings in this chest X-ray report?,3644,True
What abnormality is present according to the report?,3644,True
What are the key findings in this chest X-ray report?,3645,True
What abnormality is present according to the report?,3645,True
What are the key findings in this chest X-ray report?,3646,True
What abnormality is present according to the report?,3646,True
Is the heart size normal?,3646,True
What are the key findings in this chest X-ray report?,3647,True
What abnormality is present according to the report?,3647,True
Is the heart size normal?,3647,True
What are the key findings in this chest X-ray report?,3648,True
What abnormality is present according to the report?,3648,True
Is the heart size normal?,3648,True
What are the key findings in this chest X-ray report?,3649,True
What abnormality is present according to the report?,3649,True
Is the heart size normal?,3649,True
What are the key findings in this chest X-ray report?,3650,True
What abnormality is present according to the report?,3650,True
What are the key findings in this chest X-ray report?,3651,True
What abnormality is present according to the report?,3651,True
What are the key findings in this chest X-ray report?,3652,True
What abnormality is present according to the report?,3652,True
What are the key findings in this chest X-ray report?,3653,True
What abnormality is present according to the report?,3653,True
Is there any atelectasis?,3653,True
What are the key findings in this chest X-ray report?,3654,True
What abnormality is present according to the report?,3654,True
Is there any opacity?,3654,True
What are the key findings in this chest X-ray report?,3655,True
What abnormality is present according to the report?,3655,True
What are the key findings in this chest X-ray report?,3656,True
What abnormality is present according to the report?,3656,True
Is there any cardiomegaly?,3656,True
What are the key findings in this chest X-ray report?,3657,True
What abnormality is present according to the report?,3657,True
What are the key findings in this chest X-ray report?,3658,True
What abnormality is present according to the report?,3658,True
What are the key findings in this chest X-ray report?,3659,True
What abnormality is present according to the report?,3659,True
What are the key findings in this chest X-ray report?,3660,True
What abnormality is present according to the report?,3660,True
Is the heart size normal?,3660,True
What are the key findings in this chest X-ray report?,3661,True
What abnormality is present according to the report?,3661,True
Is the heart size normal?,3661,True
What are the key findings in this chest X-ray report?,3662,True
What abnormality is present according to the report?,3662,True
What are the key findings in this chest X-ray report?,3663,True
What abnormality is present according to the report?,3663,True
Is the heart size normal?,3663,True
What are the key findings in this chest X-ray report?,3664,True
What abnormality is present according to the report?,3664,True
Is the heart size normal?,3664,True
What are the key findings in this chest X-ray report?,3665,True
What abnormality is present according to the report?,3665,True
Is the heart size normal?,3665,True
What are the key findings in this chest X-ray report?,3666,True
What abnormality is present according to the report?,3666,True
Is there any cardiomegaly?,3666,True
Is there any effusion?,3666,True
Is there any atelectasis?,3666,True
What are the key findings in this chest X-ray report?,3667,True
What abnormality is present according to the report?,3667,True
What are the key findings in this chest X-ray report?,3668,True
What abnormality is present according to the report?,3668,True
What are the key findings in this chest X-ray report?,3669,True
What abnormality is present according to the report?,3669,True
What are the key findings in this chest X-ray report?,3670,True
What abnormality is present according to the report?,3670,True
What are the key findings in this chest X-ray report?,3671,True
What abnormality is present according to the report?,3671,True
Is there any opacity?,3671,True
What are the key findings in this chest X-ray report?,3672,True
What abnormality is present according to the report?,3672,True
Is there any cardiomegaly?,3672,True
Is there any edema?,3672,True
What are the key findings in this chest X-ray report?,3673,True
What abnormality is present according to the report?,3673,True
Is there any opacity?,3673,True
What are the key findings in this chest X-ray report?,3674,True
What abnormality is present according to the report?,3674,True
Is the heart size normal?,3674,True
What are the key findings in this chest X-ray report?,3675,True
What abnormality is present according to the report?,3675,True
Is the heart size normal?,3675,True
What are the key findings in this chest X-ray report?,3676,True
What abnormality is present according to the report?,3676,True
What are the key findings in this chest X-ray report?,3677,True
What abnormality is present according to the report?,3677,True
What are the key findings in this chest X-ray report?,3678,True
What abnormality is present according to the report?,3678,True
What are the key findings in this chest X-ray report?,3679,True
What abnormality is present according to the report?,3679,True
Is the heart size normal?,3679,True
What are the key findings in this chest X-ray report?,3680,True
What abnormality is present according to the report?,3680,True
Is there any opacity?,3680,True
Is there any atelectasis?,3680,True
What are the key findings in this chest X-ray report?,3681,True
What abnormality is present according to the report?,3681,True
What are the key findings in this chest X-ray report?,3682,True
What abnormality is present according to the report?,3682,True
What are the key findings in this chest X-ray report?,3683,True
What abnormality is present according to the report?,3683,True
What are the key findings in this chest X-ray report?,3684,True
What abnormality is present according to the report?,3684,True
Is there any cardiomegaly?,3684,True
What are the key findings in this chest X-ray report?,3685,True
What abnormality is present according to the report?,3685,True
What are the key findings in this chest X-ray report?,3686,True
What abnormality is present according to the report?,3686,True
Is there any cardiomegaly?,3686,True
What are the key findings in this chest X-ray report?,3687,True
What abnormality is present according to the report?,3687,True
Is there any atelectasis?,3687,True
What are the key findings in this chest X-ray report?,3688,True
What abnormality is present according to the report?,3688,True
Is there any effusion?,3688,True
Is there any opacity?,3688,True
Is there any atelectasis?,3688,True
What are the key findings in this chest X-ray report?,3689,True
What abnormality is present according to the report?,3689,True
What are the key findings in this chest X-ray report?,3690,True
What abnormality is present according to the report?,3690,True
Is there any cardiomegaly?,3690,True
What are the key findings in this chest X-ray report?,3691,True
What abnormality is present according to the report?,3691,True
What are the key findings in this chest X-ray report?,3692,True
What abnormality is present according to the report?,3692,True
Is the heart size normal?,3692,True
What are the key findings in this chest X-ray report?,3693,True
What abnormality is present according to the report?,3693,True
Is the heart size normal?,3693,True
What are the key findings in this chest X-ray report?,3694,True
What abnormality is present according to the report?,3694,True
Is there any pneumothorax?,3694,True
What are the key findings in this chest X-ray report?,3695,True
What abnormality is present according to the report?,3695,True
What are the key findings in this chest X-ray report?,3696,True
What abnormality is present according to the report?,3696,True
What are the key findings in this chest X-ray report?,3697,True
What abnormality is present according to the report?,3697,True
What are the key findings in this chest X-ray report?,3698,True
What abnormality is present according to the report?,3698,True
Is the heart size normal?,3698,True
What are the key findings in this chest X-ray report?,3699,True
What abnormality is present according to the report?,3699,True
What are the key findings in this chest X-ray report?,3700,True
What abnormality is present according to the report?,3700,True
Is there any cardiomegaly?,3700,True
What are the key findings in this chest X-ray report?,3701,True
What abnormality is present according to the report?,3701,True
Is the heart size normal?,3701,True
What are the key findings in this chest X-ray report?,3702,True
What abnormality is present according to the report?,3702,True
What are the key findings in this chest X-ray report?,3703,True
What abnormality is present according to the report?,3703,True
Is the heart size normal?,3703,True
What are the key findings in this chest X-ray report?,3704,True
What abnormality is present according to the report?,3704,True
Is the heart size normal?,3704,True
What are the key findings in this chest X-ray report?,3705,True
What abnormality is present according to the report?,3705,True
What are the key findings in this chest X-ray report?,3706,True
What abnormality is present according to the report?,3706,True
What are the key findings in this chest X-ray report?,3707,True
What abnormality is present according to the report?,3707,True
What are the key findings in this chest X-ray report?,3708,True
What abnormality is present according to the report?,3708,True
What are the key findings in this chest X-ray report?,3709,True
What abnormality is present according to the report?,3709,True
What are the key findings in this chest X-ray report?,3712,True
What abnormality is present according to the report?,3712,True
What are the key findings in this chest X-ray report?,3713,True
What abnormality is present according to the report?,3713,True
What are the key findings in this chest X-ray report?,3714,True
What abnormality is present according to the report?,3714,True
What are the key findings in this chest X-ray report?,3715,True
What abnormality is present according to the report?,3715,True
What are the key findings in this chest X-ray report?,3716,True
What abnormality is present according to the report?,3716,True
What are the key findings in this chest X-ray report?,3717,True
What abnormality is present according to the report?,3717,True
What are the key findings in this chest X-ray report?,3718,True
What abnormality is present according to the report?,3718,True
What are the key findings in this chest X-ray report?,3719,True
What abnormality is present according to the report?,3719,True
Is the heart size normal?,3719,True
What are the key findings in this chest X-ray report?,3720,True
What abnormality is present according to the report?,3720,True
Is the heart size normal?,3720,True
What are the key findings in this chest X-ray report?,3721,True
What abnormality is present according to the report?,3721,True
Is there any opacity?,3721,True
Is there any atelectasis?,3721,True
What are the key findings in this chest X-ray report?,3722,True
What abnormality is present according to the report?,3722,True
Is the heart size normal?,3722,True
What are the key findings in this chest X-ray report?,3723,True
What abnormality is present according to the report?,3723,True
Is the heart size normal?,3723,True
What are the key findings in this chest X-ray report?,3724,True
What abnormality is present according to the report?,3724,True
Is the heart size normal?,3724,True
What are the key findings in this chest X-ray report?,3725,True
What abnormality is present according to the report?,3725,True
What are the key findings in this chest X-ray report?,3726,True
What abnormality is present according to the report?,3726,True
Is the heart size normal?,3726,True
What are the key findings in this chest X-ray report?,3727,True
What abnormality is present according to the report?,3727,True
What are the key findings in this chest X-ray report?,3728,True
What abnormality is present according to the report?,3728,True
Is the heart size normal?,3728,True
What are the key findings in this chest X-ray report?,3729,True
What abnormality is present according to the report?,3729,True
Is the heart size normal?,3729,True
What are the key findings in this chest X-ray report?,3730,True
What abnormality is present according to the report?,3730,True
What are the key findings in this chest X-ray report?,3731,True
What abnormality is present according to the report?,3731,True
Is the heart size normal?,3731,True
What are the key findings in this chest X-ray report?,3732,True
What abnormality is present according to the report?,3732,True
What are the key findings in this chest X-ray report?,3733,True
What abnormality is present according to the report?,3733,True
Is there any cardiomegaly?,3733,True
What are the key findings in this chest X-ray report?,3734,True
What abnormality is present according to the report?,3734,True
Is the heart size normal?,3734,True
What are the key findings in this chest X-ray report?,3735,True
What abnormality is present according to the report?,3735,True
What are the key findings in this chest X-ray report?,3736,True
What abnormality is present according to the report?,3736,True
What are the key findings in this chest X-ray report?,3737,True
What abnormality is present according to the report?,3737,True
Is the heart size normal?,3737,True
What are the key findings in this chest X-ray report?,3738,True
What abnormality is present according to the report?,3738,True
Is the heart size normal?,3738,True
What are the key findings in this chest X-ray report?,3739,True
What abnormality is present according to the report?,3739,True
What are the key findings in this chest X-ray report?,3740,True
What abnormality is present according to the report?,3740,True
Is there any opacity?,3740,True
What are the key findings in this chest X-ray report?,3741,True
What abnormality is present according to the report?,3741,True
What are the key findings in this chest X-ray report?,3742,True
What abnormality is present according to the report?,3742,True
What are the key findings in this chest X-ray report?,3743,True
What abnormality is present according to the report?,3743,True
What are the key findings in this chest X-ray report?,3744,True
What abnormality is present according to the report?,3744,True
Is the heart size normal?,3744,True
What are the key findings in this chest X-ray report?,3745,True
What abnormality is present according to the report?,3745,True
Is the heart size normal?,3745,True
What are the key findings in this chest X-ray report?,3746,True
What abnormality is present according to the report?,3746,True
What are the key findings in this chest X-ray report?,3747,True
What abnormality is present according to the report?,3747,True
Is the heart size normal?,3747,True
What are the key findings in this chest X-ray report?,3748,True
What abnormality is present according to the report?,3748,True
Is there any atelectasis?,3748,True
What are the key findings in this chest X-ray report?,3749,True
What abnormality is present according to the report?,3749,True
Is the heart size normal?,3749,True
What are the key findings in this chest X-ray report?,3750,True
What abnormality is present according to the report?,3750,True
Is there any cardiomegaly?,3750,True
Is there any effusion?,3750,True
Is there any edema?,3750,True
What are the key findings in this chest X-ray report?,3751,True
What abnormality is present according to the report?,3751,True
What are the key findings in this chest X-ray report?,3752,True
What abnormality is present according to the report?,3752,True
Is there any cardiomegaly?,3752,True
What are the key findings in this chest X-ray report?,3753,True
What abnormality is present according to the report?,3753,True
Is there any atelectasis?,3753,True
What are the key findings in this chest X-ray report?,3754,True
What abnormality is present according to the report?,3754,True
Is the heart size normal?,3754,True
What are the key findings in this chest X-ray report?,3755,True
What abnormality is present according to the report?,3755,True
What are the key findings in this chest X-ray report?,3756,True
What abnormality is present according to the report?,3756,True
Is there any opacity?,3756,True
What are the key findings in this chest X-ray report?,3757,True
What abnormality is present according to the report?,3757,True
What are the key findings in this chest X-ray report?,3758,True
What abnormality is present according to the report?,3758,True
What are the key findings in this chest X-ray report?,3759,True
What abnormality is present according to the report?,3759,True
What are the key findings in this chest X-ray report?,3760,True
What abnormality is present according to the report?,3760,True
