question,uid,hit
Is the heart size normal?,2850,False
What are the key findings in this chest X-ray report?,2851,False
What abnormality is present according to the report?,2851,False
Is the heart size normal?,2851,False
What are the key findings in this chest X-ray report?,2852,False
What abnormality is present according to the report?,2852,False
Is the heart size normal?,2852,False
What are the key findings in this chest X-ray report?,2854,False
What abnormality is present according to the report?,2854,False
Is the heart size normal?,2854,False
What are the key findings in this chest X-ray report?,2855,False
What abnormality is present according to the report?,2855,False
Is the heart size normal?,2855,False
What are the key findings in this chest X-ray report?,2856,False
What abnormality is present according to the report?,2856,False
Is the heart size normal?,2856,False
What are the key findings in this chest X-ray report?,2857,False
What abnormality is present according to the report?,2857,False
What are the key findings in this chest X-ray report?,2858,False
What abnormality is present according to the report?,2858,False
What are the key findings in this chest X-ray report?,2859,False
What abnormality is present according to the report?,2859,False
Is there any opacity?,2859,False
What are the key findings in this chest X-ray report?,2860,False
What abnormality is present according to the report?,2860,False
What are the key findings in this chest X-ray report?,2861,False
What abnormality is present according to the report?,2861,False
Is the heart size normal?,2861,False
What are the key findings in this chest X-ray report?,2862,False
What abnormality is present according to the report?,2862,False
Is the heart size normal?,2862,False
What are the key findings in this chest X-ray report?,2863,False
What abnormality is present according to the report?,2863,False
Is the heart size normal?,2863,False
What are the key findings in this chest X-ray report?,2864,False
What abnormality is present according to the report?,2864,False
Is there any opacity?,2864,False
What are the key findings in this chest X-ray report?,2865,False
What abnormality is present according to the report?,2865,False
What are the key findings in this chest X-ray report?,2866,False
What abnormality is present according to the report?,2866,False
Is the heart size normal?,2866,False
What are the key findings in this chest X-ray report?,2867,False
What abnormality is present according to the report?,2867,False
What are the key findings in this chest X-ray report?,2868,False
What abnormality is present according to the report?,2868,False
What are the key findings in this chest X-ray report?,2870,False
What abnormality is present according to the report?,2870,False
Is the heart size normal?,2870,False
What are the key findings in this chest X-ray report?,2871,False
What abnormality is present according to the report?,2871,False
Is the heart size normal?,2871,False
What are the key findings in this chest X-ray report?,2873,False
What abnormality is present according to the report?,2873,False
Is the heart size normal?,2873,False
What are the key findings in this chest X-ray report?,2874,False
What abnormality is present according to the report?,2874,False
What are the key findings in this chest X-ray report?,2876,False
What abnormality is present according to the report?,2876,False
Is the heart size normal?,2876,False
What are the key findings in this chest X-ray report?,2877,False
What abnormality is present according to the report?,2877,False
Is the heart size normal?,2877,False
What are the key findings in this chest X-ray report?,2878,False
What abnormality is present according to the report?,2878,False
Is the heart size normal?,2878,False
What are the key findings in this chest X-ray report?,2879,False
What abnormality is present according to the report?,2879,False
Is there any cardiomegaly?,2879,False
What are the key findings in this chest X-ray report?,2880,False
What abnormality is present according to the report?,2880,False
Is the heart size normal?,2880,False
What are the key findings in this chest X-ray report?,2882,False
What abnormality is present according to the report?,2882,False
Is there any cardiomegaly?,2882,False
What are the key findings in this chest X-ray report?,2884,False
What abnormality is present according to the report?,2884,False
What are the key findings in this chest X-ray report?,2885,False
What abnormality is present according to the report?,2885,False
What are the key findings in this chest X-ray report?,2886,False
What abnormality is present according to the report?,2886,False
Is there any effusion?,2886,False
Is there any opacity?,2886,False
What are the key findings in this chest X-ray report?,2887,False
What abnormality is present according to the report?,2887,False
Is there any opacity?,2887,False
Is there any atelectasis?,2887,False
What are the key findings in this chest X-ray report?,2888,False
What abnormality is present according to the report?,2888,False
What are the key findings in this chest X-ray report?,2889,False
What abnormality is present according to the report?,2889,False
Is the heart size normal?,2889,False
What are the key findings in this chest X-ray report?,2890,False
What abnormality is present according to the report?,2890,False
Is there any opacity?,2890,False
What are the key findings in this chest X-ray report?,2891,False
What abnormality is present according to the report?,2891,False
What are the key findings in this chest X-ray report?,2892,False
What abnormality is present according to the report?,2892,False
What are the key findings in this chest X-ray report?,2893,False
What abnormality is present according to the report?,2893,False
Is the heart size normal?,2893,False
What are the key findings in this chest X-ray report?,2894,False
What abnormality is present according to the report?,2894,False
What are the key findings in this chest X-ray report?,2895,False
What abnormality is present according to the report?,2895,False
Is the heart size normal?,2895,False
What are the key findings in this chest X-ray report?,2897,False
What abnormality is present according to the report?,2897,False
What are the key findings in this chest X-ray report?,2898,False
What abnormality is present according to the report?,2898,False
Is the heart size normal?,2898,False
What are the key findings in this chest X-ray report?,2899,False
What abnormality is present according to the report?,2899,False
Is the heart size normal?,2899,False
What are the key findings in this chest X-ray report?,2901,False
What abnormality is present according to the report?,2901,False
Is there any atelectasis?,2901,True
What are the key findings in this chest X-ray report?,2902,False
What abnormality is present according to the report?,2902,False
Is the heart size normal?,2902,False
What are the key findings in this chest X-ray report?,2903,False
What abnormality is present according to the report?,2903,False
What are the key findings in this chest X-ray report?,2904,False
What abnormality is present according to the report?,2904,False
Is there any cardiomegaly?,2904,False
What are the key findings in this chest X-ray report?,2905,False
What abnormality is present according to the report?,2905,False
Is there any effusion?,2905,False
What are the key findings in this chest X-ray report?,2906,False
What abnormality is present according to the report?,2906,False
What are the key findings in this chest X-ray report?,2908,False
What abnormality is present according to the report?,2908,False
What are the key findings in this chest X-ray report?,2909,False
What abnormality is present according to the report?,2909,False
What are the key findings in this chest X-ray report?,2910,False
What abnormality is present according to the report?,2910,False
Is the heart size normal?,2910,False
What are the key findings in this chest X-ray report?,2911,False
What abnormality is present according to the report?,2911,False
Is there any atelectasis?,2911,False
What are the key findings in this chest X-ray report?,2915,False
What abnormality is present according to the report?,2915,False
Is the heart size normal?,2915,False
What are the key findings in this chest X-ray report?,2916,False
What abnormality is present according to the report?,2916,False
Is the heart size normal?,2916,False
What are the key findings in this chest X-ray report?,2917,False
What abnormality is present according to the report?,2917,False
What are the key findings in this chest X-ray report?,2918,False
What abnormality is present according to the report?,2918,False
Is the heart size normal?,2918,False
What are the key findings in this chest X-ray report?,2919,False
What abnormality is present according to the report?,2919,False
Is there any cardiomegaly?,2919,False
What are the key findings in this chest X-ray report?,2920,False
What abnormality is present according to the report?,2920,False
Is the heart size normal?,2920,False
What are the key findings in this chest X-ray report?,2921,False
What abnormality is present according to the report?,2921,False
Is there any effusion?,2921,False
What are the key findings in this chest X-ray report?,2922,False
What abnormality is present according to the report?,2922,False
What are the key findings in this chest X-ray report?,2923,False
What abnormality is present according to the report?,2923,False
Is the heart size normal?,2923,False
What are the key findings in this chest X-ray report?,2924,False
What abnormality is present according to the report?,2924,False
What are the key findings in this chest X-ray report?,2925,False
What abnormality is present according to the report?,2925,False
Is the heart size normal?,2925,False
What are the key findings in this chest X-ray report?,2926,False
What abnormality is present according to the report?,2926,False
Is the heart size normal?,2926,False
What are the key findings in this chest X-ray report?,2927,False
What abnormality is present according to the report?,2927,False
What are the key findings in this chest X-ray report?,2928,False
What abnormality is present according to the report?,2928,False
What are the key findings in this chest X-ray report?,2929,False
What abnormality is present according to the report?,2929,False
What are the key findings in this chest X-ray report?,2930,False
What abnormality is present according to the report?,2930,False
What are the key findings in this chest X-ray report?,2931,False
What abnormality is present according to the report?,2931,False
Is there any opacity?,2931,False
What are the key findings in this chest X-ray report?,2932,False
What abnormality is present according to the report?,2932,False
Is the heart size normal?,2932,False
What are the key findings in this chest X-ray report?,2933,False
What abnormality is present according to the report?,2933,False
Is the heart size normal?,2933,False
What are the key findings in this chest X-ray report?,2934,False
What abnormality is present according to the report?,2934,False
What are the key findings in this chest X-ray report?,2935,False
What abnormality is present according to the report?,2935,False
What are the key findings in this chest X-ray report?,2936,False
What abnormality is present according to the report?,2936,False
Is there any cardiomegaly?,2936,False
What are the key findings in this chest X-ray report?,2937,False
What abnormality is present according to the report?,2937,False
Is the heart size normal?,2937,False
What are the key findings in this chest X-ray report?,2938,False
What abnormality is present according to the report?,2938,False
Is the heart size normal?,2938,False
What are the key findings in this chest X-ray report?,2939,False
What abnormality is present according to the report?,2939,False
What are the key findings in this chest X-ray report?,2940,False
What abnormality is present according to the report?,2940,False
What are the key findings in this chest X-ray report?,2941,False
What abnormality is present according to the report?,2941,False
Is the heart size normal?,2941,False
What are the key findings in this chest X-ray report?,2942,False
What abnormality is present according to the report?,2942,False
Is the heart size normal?,2942,False
What are the key findings in this chest X-ray report?,2943,False
What abnormality is present according to the report?,2943,False
Is there any effusion?,2943,False
Is there any opacity?,2943,False
What are the key findings in this chest X-ray report?,2944,False
What abnormality is present according to the report?,2944,False
Is there any opacity?,2944,False
What are the key findings in this chest X-ray report?,2945,False
What abnormality is present according to the report?,2945,False
What are the key findings in this chest X-ray report?,2946,False
What abnormality is present according to the report?,2946,False
What are the key findings in this chest X-ray report?,2947,False
What abnormality is present according to the report?,2947,False
Is the heart size normal?,2947,False
What are the key findings in this chest X-ray report?,2948,False
What abnormality is present according to the report?,2948,False
Is the heart size normal?,2948,False
What are the key findings in this chest X-ray report?,2949,False
What abnormality is present according to the report?,2949,False
What are the key findings in this chest X-ray report?,2950,False
What abnormality is present according to the report?,2950,False
Is the heart size normal?,2950,False
What are the key findings in this chest X-ray report?,2951,False
What abnormality is present according to the report?,2951,False
What are the key findings in this chest X-ray report?,2952,False
What abnormality is present according to the report?,2952,False
What are the key findings in this chest X-ray report?,2953,False
What abnormality is present according to the report?,2953,False
Is the heart size normal?,2953,False
What are the key findings in this chest X-ray report?,2954,False
What abnormality is present according to the report?,2954,False
Is there any effusion?,2954,False
Is there any atelectasis?,2954,False
What are the key findings in this chest X-ray report?,2955,False
What abnormality is present according to the report?,2955,False
Is there any cardiomegaly?,2955,False
What are the key findings in this chest X-ray report?,2956,False
What abnormality is present according to the report?,2956,False
Is the heart size normal?,2956,False
What are the key findings in this chest X-ray report?,2957,False
What abnormality is present according to the report?,2957,False
Is there any cardiomegaly?,2957,False
Is there any opacity?,2957,False
Is there any atelectasis?,2957,False
What are the key findings in this chest X-ray report?,2958,False
What abnormality is present according to the report?,2958,False
What are the key findings in this chest X-ray report?,2959,False
What abnormality is present according to the report?,2959,False
Is the heart size normal?,2959,False
What are the key findings in this chest X-ray report?,2960,False
What abnormality is present according to the report?,2960,False
Is the heart size normal?,2960,False
What are the key findings in this chest X-ray report?,2961,False
What abnormality is present according to the report?,2961,False
Is there any effusion?,2961,False
Is there any opacity?,2961,False
Is there any atelectasis?,2961,False
What are the key findings in this chest X-ray report?,2962,False
What abnormality is present according to the report?,2962,False
Is there any cardiomegaly?,2962,False
What are the key findings in this chest X-ray report?,2963,False
What abnormality is present according to the report?,2963,False
Is the heart size normal?,2963,False
What are the key findings in this chest X-ray report?,2964,False
What abnormality is present according to the report?,2964,False
Is the heart size normal?,2964,False
What are the key findings in this chest X-ray report?,2965,False
What abnormality is present according to the report?,2965,False
Is the heart size normal?,2965,False
What are the key findings in this chest X-ray report?,2966,False
What abnormality is present according to the report?,2966,False
What are the key findings in this chest X-ray report?,2967,False
What abnormality is present according to the report?,2967,False
Is the heart size normal?,2967,False
What are the key findings in this chest X-ray report?,2968,False
What abnormality is present according to the report?,2968,False
What are the key findings in this chest X-ray report?,2969,False
What abnormality is present according to the report?,2969,False
What are the key findings in this chest X-ray report?,2970,False
What abnormality is present according to the report?,2970,False
What are the key findings in this chest X-ray report?,2971,False
What abnormality is present according to the report?,2971,False
Is the heart size normal?,2971,False
What are the key findings in this chest X-ray report?,2972,False
What abnormality is present according to the report?,2972,False
Is there any effusion?,2972,False
What are the key findings in this chest X-ray report?,2974,False
What abnormality is present according to the report?,2974,False
Is there any effusion?,2974,False
What are the key findings in this chest X-ray report?,2975,False
What abnormality is present according to the report?,2975,False
Is there any atelectasis?,2975,False
What are the key findings in this chest X-ray report?,2976,False
What abnormality is present according to the report?,2976,False
What are the key findings in this chest X-ray report?,2977,False
What abnormality is present according to the report?,2977,False
What are the key findings in this chest X-ray report?,2978,False
What abnormality is present according to the report?,2978,False
What are the key findings in this chest X-ray report?,2979,False
What abnormality is present according to the report?,2979,False
What are the key findings in this chest X-ray report?,2980,False
What abnormality is present according to the report?,2980,False
What are the key findings in this chest X-ray report?,2981,False
What abnormality is present according to the report?,2981,False
What are the key findings in this chest X-ray report?,2982,False
What abnormality is present according to the report?,2982,False
What are the key findings in this chest X-ray report?,2983,False
What abnormality is present according to the report?,2983,False
What are the key findings in this chest X-ray report?,2984,False
What abnormality is present according to the report?,2984,False
Is there any cardiomegaly?,2984,False
What are the key findings in this chest X-ray report?,2985,False
What abnormality is present according to the report?,2985,False
What are the key findings in this chest X-ray report?,2986,False
What abnormality is present according to the report?,2986,False
What are the key findings in this chest X-ray report?,2988,False
What abnormality is present according to the report?,2988,False
Is the heart size normal?,2988,False
What are the key findings in this chest X-ray report?,2989,False
What abnormality is present according to the report?,2989,False
What are the key findings in this chest X-ray report?,2991,False
What abnormality is present according to the report?,2991,False
Is the heart size normal?,2991,False
What are the key findings in this chest X-ray report?,2992,False
What abnormality is present according to the report?,2992,False
What are the key findings in this chest X-ray report?,2993,False
What abnormality is present according to the report?,2993,False
Is the heart size normal?,2993,False
What are the key findings in this chest X-ray report?,2994,False
What abnormality is present according to the report?,2994,False
Is the heart size normal?,2994,False
What are the key findings in this chest X-ray report?,2995,False
What abnormality is present according to the report?,2995,False
Is the heart size normal?,2995,False
What are the key findings in this chest X-ray report?,2996,False
What abnormality is present according to the report?,2996,False
Is the heart size normal?,2996,False
What are the key findings in this chest X-ray report?,2997,False
What abnormality is present according to the report?,2997,False
Is the heart size normal?,2997,False
What are the key findings in this chest X-ray report?,2998,False
What abnormality is present according to the report?,2998,False
Is the heart size normal?,2998,False
What are the key findings in this chest X-ray report?,2999,False
What abnormality is present according to the report?,2999,False
Is there any effusion?,2999,False
Is there any opacity?,2999,False
Is there any atelectasis?,2999,False
What are the key findings in this chest X-ray report?,3000,False
What abnormality is present according to the report?,3000,False
What are the key findings in this chest X-ray report?,3001,False
What abnormality is present according to the report?,3001,False
What are the key findings in this chest X-ray report?,3002,False
What abnormality is present according to the report?,3002,False
Is the heart size normal?,3002,False
What are the key findings in this chest X-ray report?,3003,False
What abnormality is present according to the report?,3003,False
What are the key findings in this chest X-ray report?,3004,False
What abnormality is present according to the report?,3004,False
Is there any opacity?,3004,False
Is there any atelectasis?,3004,False
What are the key findings in this chest X-ray report?,3005,False
What abnormality is present according to the report?,3005,False
What are the key findings in this chest X-ray report?,3006,False
What abnormality is present according to the report?,3006,False
Is there any cardiomegaly?,3006,False
What are the key findings in this chest X-ray report?,3008,False
What abnormality is present according to the report?,3008,False
Is the heart size normal?,3008,False
What are the key findings in this chest X-ray report?,3009,False
What abnormality is present according to the report?,3009,False
What are the key findings in this chest X-ray report?,3010,False
What abnormality is present according to the report?,3010,False
Is the heart size normal?,3010,False
What are the key findings in this chest X-ray report?,3011,False
What abnormality is present according to the report?,3011,False
What are the key findings in this chest X-ray report?,3012,False
What abnormality is present according to the report?,3012,False
Is the heart size normal?,3012,False
What are the key findings in this chest X-ray report?,3013,False
What abnormality is present according to the report?,3013,False
Is there any cardiomegaly?,3013,False
What are the key findings in this chest X-ray report?,3014,False
What abnormality is present according to the report?,3014,False
What are the key findings in this chest X-ray report?,3015,False
What abnormality is present according to the report?,3015,False
Is the heart size normal?,3015,False
What are the key findings in this chest X-ray report?,3016,False
What abnormality is present according to the report?,3016,False
What are the key findings in this chest X-ray report?,3017,False
What abnormality is present according to the report?,3017,False
Is there any opacity?,3017,False
Is there any atelectasis?,3017,False
What are the key findings in this chest X-ray report?,3018,False
What abnormality is present according to the report?,3018,False
What are the key findings in this chest X-ray report?,3019,False
What abnormality is present according to the report?,3019,False
What are the key findings in this chest X-ray report?,3020,False
What abnormality is present according to the report?,3020,False
Is the heart size normal?,3020,False
What are the key findings in this chest X-ray report?,3021,False
What abnormality is present according to the report?,3021,False
Is the heart size normal?,3021,False
What are the key findings in this chest X-ray report?,3022,False
What abnormality is present according to the report?,3022,False
What are the key findings in this chest X-ray report?,3023,False
What abnormality is present according to the report?,3023,False
What are the key findings in this chest X-ray report?,3024,False
What abnormality is present according to the report?,3024,False
Is the heart size normal?,3024,False
What are the key findings in this chest X-ray report?,3025,False
What abnormality is present according to the report?,3025,False
Is the heart size normal?,3025,False
What are the key findings in this chest X-ray report?,3026,False
What abnormality is present according to the report?,3026,False
Is the heart size normal?,3026,False
What are the key findings in this chest X-ray report?,3027,False
What abnormality is present according to the report?,3027,False
What are the key findings in this chest X-ray report?,3028,False
What abnormality is present according to the report?,3028,False
What are the key findings in this chest X-ray report?,3029,False
What abnormality is present according to the report?,3029,False
What are the key findings in this chest X-ray report?,3030,False
What abnormality is present according to the report?,3030,False
Is the heart size normal?,3030,False
What are the key findings in this chest X-ray report?,3031,False
What abnormality is present according to the report?,3031,False
Is the heart size normal?,3031,False
What are the key findings in this chest X-ray report?,3032,False
What abnormality is present according to the report?,3032,False
What are the key findings in this chest X-ray report?,3033,False
What abnormality is present according to the report?,3033,False
Is the heart size normal?,3033,False
What are the key findings in this chest X-ray report?,3034,False
What abnormality is present according to the report?,3034,False
What are the key findings in this chest X-ray report?,3036,False
What abnormality is present according to the report?,3036,False
Is there any effusion?,3036,False
What are the key findings in this chest X-ray report?,3037,False
What abnormality is present according to the report?,3037,False
Is the heart size normal?,3037,False
What are the key findings in this chest X-ray report?,3038,False
What abnormality is present according to the report?,3038,False
What are the key findings in this chest X-ray report?,3039,False
What abnormality is present according to the report?,3039,False
Is the heart size normal?,3039,False
What are the key findings in this chest X-ray report?,3040,False
What abnormality is present according to the report?,3040,False
What are the key findings in this chest X-ray report?,3041,False
What abnormality is present according to the report?,3041,False
Is the heart size normal?,3041,False
What are the key findings in this chest X-ray report?,3042,False
What abnormality is present according to the report?,3042,False
What are the key findings in this chest X-ray report?,3043,False
What abnormality is present according to the report?,3043,False
What are the key findings in this chest X-ray report?,3044,False
What abnormality is present according to the report?,3044,False
What are the key findings in this chest X-ray report?,3045,False
What abnormality is present according to the report?,3045,False
Is the heart size normal?,3045,False
What are the key findings in this chest X-ray report?,3046,False
What abnormality is present according to the report?,3046,False
Is there any opacity?,3046,False
What are the key findings in this chest X-ray report?,3047,False
What abnormality is present according to the report?,3047,False
Is the heart size normal?,3047,False
What are the key findings in this chest X-ray report?,3048,False
What abnormality is present according to the report?,3048,False
Is the heart size normal?,3048,False
What are the key findings in this chest X-ray report?,3049,False
What abnormality is present according to the report?,3049,False
Is the heart size normal?,3049,False
What are the key findings in this chest X-ray report?,3050,False
What abnormality is present according to the report?,3050,False
Is the heart size normal?,3050,False
What are the key findings in this chest X-ray report?,3051,False
What abnormality is present according to the report?,3051,False
Is the heart size normal?,3051,False
What are the key findings in this chest X-ray report?,3052,False
What abnormality is present according to the report?,3052,False
What are the key findings in this chest X-ray report?,3053,False
What abnormality is present according to the report?,3053,False
Is the heart size normal?,3053,False
What are the key findings in this chest X-ray report?,3054,False
What abnormality is present according to the report?,3054,False
What are the key findings in this chest X-ray report?,3056,False
What abnormality is present according to the report?,3056,False
Is there any effusion?,3056,False
Is there any opacity?,3056,False
Is there any pneumothorax?,3056,False
What are the key findings in this chest X-ray report?,3057,False
What abnormality is present according to the report?,3057,False
What are the key findings in this chest X-ray report?,3058,False
What abnormality is present according to the report?,3058,False
Is there any opacity?,3058,False
Is there any atelectasis?,3058,False
What are the key findings in this chest X-ray report?,3059,False
What abnormality is present according to the report?,3059,False
Is the heart size normal?,3059,False
What are the key findings in this chest X-ray report?,3060,False
What abnormality is present according to the report?,3060,False
Is the heart size normal?,3060,False
What are the key findings in this chest X-ray report?,3061,False
What abnormality is present according to the report?,3061,False
Is there any opacity?,3061,False
Is there any atelectasis?,3061,False
What are the key findings in this chest X-ray report?,3062,False
What abnormality is present according to the report?,3062,False
What are the key findings in this chest X-ray report?,3063,False
What abnormality is present according to the report?,3063,False
Is the heart size normal?,3063,False
What are the key findings in this chest X-ray report?,3064,False
What abnormality is present according to the report?,3064,False
What are the key findings in this chest X-ray report?,3065,False
What abnormality is present according to the report?,3065,False
What are the key findings in this chest X-ray report?,3066,False
What abnormality is present according to the report?,3066,False
Is there any atelectasis?,3066,False
What are the key findings in this chest X-ray report?,3067,False
What abnormality is present according to the report?,3067,False
Is the heart size normal?,3067,False
What are the key findings in this chest X-ray report?,3068,False
What abnormality is present according to the report?,3068,False
Is there any cardiomegaly?,3068,False
What are the key findings in this chest X-ray report?,3069,False
What abnormality is present according to the report?,3069,False
What are the key findings in this chest X-ray report?,3070,False
What abnormality is present according to the report?,3070,False
Is the heart size normal?,3070,False
What are the key findings in this chest X-ray report?,3071,False
What abnormality is present according to the report?,3071,False
Is the heart size normal?,3071,False
What are the key findings in this chest X-ray report?,3072,False
What abnormality is present according to the report?,3072,False
What are the key findings in this chest X-ray report?,3073,False
What abnormality is present according to the report?,3073,False
Is the heart size normal?,3073,False
What are the key findings in this chest X-ray report?,3074,False
What abnormality is present according to the report?,3074,False
Is there any opacity?,3074,False
What are the key findings in this chest X-ray report?,3075,False
What abnormality is present according to the report?,3075,False
Is there any cardiomegaly?,3075,False
What are the key findings in this chest X-ray report?,3076,False
What abnormality is present according to the report?,3076,False
Is there any cardiomegaly?,3076,False
What are the key findings in this chest X-ray report?,3077,False
What abnormality is present according to the report?,3077,False
What are the key findings in this chest X-ray report?,3078,False
What abnormality is present according to the report?,3078,False
What are the key findings in this chest X-ray report?,3079,False
What abnormality is present according to the report?,3079,False
What are the key findings in this chest X-ray report?,3080,False
What abnormality is present according to the report?,3080,False
What are the key findings in this chest X-ray report?,3081,False
What abnormality is present according to the report?,3081,False
What are the key findings in this chest X-ray report?,3082,False
What abnormality is present according to the report?,3082,False
Is there any cardiomegaly?,3082,False
Is there any opacity?,3082,False
Is there any edema?,3082,False
What are the key findings in this chest X-ray report?,3083,False
What abnormality is present according to the report?,3083,False
Is the heart size normal?,3083,False
What are the key findings in this chest X-ray report?,3084,False
What abnormality is present according to the report?,3084,False
What are the key findings in this chest X-ray report?,3085,False
What abnormality is present according to the report?,3085,False
What are the key findings in this chest X-ray report?,3086,False
What abnormality is present according to the report?,3086,False
What are the key findings in this chest X-ray report?,3087,False
What abnormality is present according to the report?,3087,False
Is there any cardiomegaly?,3087,False
Is there any atelectasis?,3087,False
What are the key findings in this chest X-ray report?,3088,False
What abnormality is present according to the report?,3088,False
What are the key findings in this chest X-ray report?,3089,False
What abnormality is present according to the report?,3089,False
Is the heart size normal?,3089,False
What are the key findings in this chest X-ray report?,3090,False
What abnormality is present according to the report?,3090,False
Is there any effusion?,3090,False
What are the key findings in this chest X-ray report?,3091,False
What abnormality is present according to the report?,3091,False
Is there any cardiomegaly?,3091,False
What are the key findings in this chest X-ray report?,3092,False
What abnormality is present according to the report?,3092,False
What are the key findings in this chest X-ray report?,3093,False
What abnormality is present according to the report?,3093,False
What are the key findings in this chest X-ray report?,3094,False
What abnormality is present according to the report?,3094,False
What are the key findings in this chest X-ray report?,3095,False
What abnormality is present according to the report?,3095,False
Is there any cardiomegaly?,3095,False
Is there any opacity?,3095,False
What are the key findings in this chest X-ray report?,3096,False
What abnormality is present according to the report?,3096,False
Is there any atelectasis?,3096,False
What are the key findings in this chest X-ray report?,3097,False
What abnormality is present according to the report?,3097,False
What are the key findings in this chest X-ray report?,3098,False
What abnormality is present according to the report?,3098,False
Is the heart size normal?,3098,False
What are the key findings in this chest X-ray report?,3099,False
What abnormality is present according to the report?,3099,False
What are the key findings in this chest X-ray report?,3100,False
What abnormality is present according to the report?,3100,False
What are the key findings in this chest X-ray report?,3101,False
What abnormality is present according to the report?,3101,False
What are the key findings in this chest X-ray report?,3102,False
What abnormality is present according to the report?,3102,False
Is the heart size normal?,3102,False
What are the key findings in this chest X-ray report?,3103,False
What abnormality is present according to the report?,3103,False
Is there any atelectasis?,3103,False
What are the key findings in this chest X-ray report?,3104,False
What abnormality is present according to the report?,3104,False
Is the heart size normal?,3104,False
What are the key findings in this chest X-ray report?,3105,False
What abnormality is present according to the report?,3105,False
Is the heart size normal?,3105,False
What are the key findings in this chest X-ray report?,3106,False
What abnormality is present according to the report?,3106,False
Is the heart size normal?,3106,False
What are the key findings in this chest X-ray report?,3108,False
What abnormality is present according to the report?,3108,False
What are the key findings in this chest X-ray report?,3109,False
What abnormality is present according to the report?,3109,False
Is the heart size normal?,3109,False
What are the key findings in this chest X-ray report?,3110,False
What abnormality is present according to the report?,3110,False
What are the key findings in this chest X-ray report?,3111,False
What abnormality is present according to the report?,3111,False
Is there any cardiomegaly?,3111,False
Is there any opacity?,3111,False
Is there any edema?,3111,False
What are the key findings in this chest X-ray report?,3112,False
What abnormality is present according to the report?,3112,False
Is the heart size normal?,3112,False
What are the key findings in this chest X-ray report?,3113,False
What abnormality is present according to the report?,3113,False
What are the key findings in this chest X-ray report?,3114,False
What abnormality is present according to the report?,3114,False
Is the heart size normal?,3114,False
What are the key findings in this chest X-ray report?,3115,False
What abnormality is present according to the report?,3115,False
Is the heart size normal?,3115,False
What are the key findings in this chest X-ray report?,3116,False
What abnormality is present according to the report?,3116,False
Is there any effusion?,3116,False
Is there any opacity?,3116,False
What are the key findings in this chest X-ray report?,3117,False
What abnormality is present according to the report?,3117,False
Is the heart size normal?,3117,False
What are the key findings in this chest X-ray report?,3118,False
What abnormality is present according to the report?,3118,False
What are the key findings in this chest X-ray report?,3119,False
What abnormality is present according to the report?,3119,False
Is the heart size normal?,3119,False
What are the key findings in this chest X-ray report?,3120,False
What abnormality is present according to the report?,3120,False
What are the key findings in this chest X-ray report?,3121,False
What abnormality is present according to the report?,3121,False
What are the key findings in this chest X-ray report?,3122,False
What abnormality is present according to the report?,3122,False
Is the heart size normal?,3122,False
What are the key findings in this chest X-ray report?,3123,False
What abnormality is present according to the report?,3123,False
Is there any cardiomegaly?,3123,False
Is there any effusion?,3123,False
What are the key findings in this chest X-ray report?,3124,False
What abnormality is present according to the report?,3124,False
What are the key findings in this chest X-ray report?,3125,False
What abnormality is present according to the report?,3125,False
Is the heart size normal?,3125,False
What are the key findings in this chest X-ray report?,3126,False
What abnormality is present according to the report?,3126,False
Is the heart size normal?,3126,False
What are the key findings in this chest X-ray report?,3127,False
What abnormality is present according to the report?,3127,False
What are the key findings in this chest X-ray report?,3128,False
What abnormality is present according to the report?,3128,False
What are the key findings in this chest X-ray report?,3129,False
What abnormality is present according to the report?,3129,False
What are the key findings in this chest X-ray report?,3130,False
What abnormality is present according to the report?,3130,False
Is there any cardiomegaly?,3130,False
Is there any opacity?,3130,False
What are the key findings in this chest X-ray report?,3131,False
What abnormality is present according to the report?,3131,False
Is the heart size normal?,3131,False
What are the key findings in this chest X-ray report?,3132,False
What abnormality is present according to the report?,3132,False
Is the heart size normal?,3132,False
What are the key findings in this chest X-ray report?,3133,False
What abnormality is present according to the report?,3133,False
Is the heart size normal?,3133,False
What are the key findings in this chest X-ray report?,3134,False
What abnormality is present according to the report?,3134,False
Is the heart size normal?,3134,False
What are the key findings in this chest X-ray report?,3135,False
What abnormality is present according to the report?,3135,False
Is the heart size normal?,3135,False
What are the key findings in this chest X-ray report?,3136,False
What abnormality is present according to the report?,3136,False
Is the heart size normal?,3136,False
What are the key findings in this chest X-ray report?,3137,False
What abnormality is present according to the report?,3137,False
What are the key findings in this chest X-ray report?,3138,False
What abnormality is present according to the report?,3138,False
Is the heart size normal?,3138,False
What are the key findings in this chest X-ray report?,3139,False
What abnormality is present according to the report?,3139,False
Is the heart size normal?,3139,False
What are the key findings in this chest X-ray report?,3140,False
What abnormality is present according to the report?,3140,False
Is there any opacity?,3140,False
Is there any atelectasis?,3140,True
What are the key findings in this chest X-ray report?,3141,False
What abnormality is present according to the report?,3141,False
Is the heart size normal?,3141,False
What are the key findings in this chest X-ray report?,3142,False
What abnormality is present according to the report?,3142,False
Is there any cardiomegaly?,3142,False
What are the key findings in this chest X-ray report?,3143,False
What abnormality is present according to the report?,3143,False
Is the heart size normal?,3143,False
What are the key findings in this chest X-ray report?,3144,False
What abnormality is present according to the report?,3144,False
Is the heart size normal?,3144,False
What are the key findings in this chest X-ray report?,3145,False
